Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
2025-04-04;1277;KZN;SVO;15:30;17:10;20;0,55;11;73H;C;3631,93;11
2025-04-04;1277;KZN;SVO;15:30;17:10;138;0,942;130;73H;Y;10072,83;141
2025-04-04;1478;SVO;ABA;00:15;08:50;150;0,96;144;32A;Y;10573,64;144
2025-04-04;1479;ABA;SVO;10:00;11:05;8;0,625;5;32A;C;2095,57;5
2025-04-04;1479;ABA;SVO;10:00;11:05;150;0,7067;106;32A;Y;8891,92;106
2025-04-04;1524;SVO;RGK;00:10;08:35;20;0,65;13;73H;C;5352,58;13
2025-04-04;1524;SVO;RGK;00:10;08:35;138;0,9058;125;73H;Y;13925,54;127
2025-04-04;1525;RGK;SVO;11:20;12:05;20;0,75;15;73H;C;7109,48;15
2025-04-04;1525;RGK;SVO;11:20;12:05;138;0,913;126;73H;Y;14338,09;131
2025-04-04;2142;SVO;AYT;07:45;12:50;16;0,75;12;32B;C;8764,75;12
2025-04-04;2142;SVO;AYT;07:45;12:50;167;0,9222;154;32B;Y;27437,88;158
2025-04-04;2143;AYT;SVO;14:20;19:20;16;0,625;10;32B;C;5585,4;10
2025-04-04;2143;AYT;SVO;14:20;19:20;167;0,2575;43;32B;Y;5378,38;43
2025-04-04;6321;LED;KGD;14:50;15:45;5;1,0;5;SU9;W;462,97;5
2025-04-04;6321;LED;KGD;14:50;15:45;95;0,9053;86;SU9;Y;5143,85;86
2025-04-04;6574;KJA;LED;05:55;07:00;8;0,375;3;319;C;227,66;3
2025-04-04;6574;KJA;LED;05:55;07:00;120;1,0333;124;319;Y;11590,42;124
2025-02-21;209;PVG;SVO;11:45;16:50;30;0,9;27;77W;C;24747,66;27
2025-02-21;209;PVG;SVO;11:45;16:50;48;0,7083;34;77W;W;12527,73;34
2025-02-21;209;PVG;SVO;11:45;16:50;324;0,9784;317;77W;Y;66470,54;318
2025-02-21;224;SVO;SYX;15:10;06:00;28;0,4643;13;359;C;9519,84;13
2025-02-21;224;SVO;SYX;15:10;06:00;24;0,0833;2;359;W;488,55;2
2025-02-21;224;SVO;SYX;15:10;06:00;264;0,5265;139;359;Y;30924,24;139
2025-02-21;225;SYX;SVO;04:50;10:35;28;0,4643;13;359;C;5088,75;13
2025-02-21;225;SYX;SVO;04:50;10:35;24;0,4167;10;359;W;3486,65;10
2025-02-21;225;SYX;SVO;04:50;10:35;264;0,5227;138;359;Y;31305,4;138
2025-02-21;233;DEL;SVO;05:50;10:10;28;0,5357;15;333;C;9838,01;15
2025-02-21;233;DEL;SVO;05:50;10:10;268;1,0336;277;333;Y;62027,89;278
2025-02-21;275;HKT;SVO;12:10;18:25;28;0,75;21;359;C;34793,22;21
2025-02-21;275;HKT;SVO;12:10;18:25;24;0,75;18;359;W;13291,47;18
2025-02-21;275;HKT;SVO;12:10;18:25;264;0,6856;181;359;Y;72115,32;183
2025-02-21;321;MLE;SVO;11:00;18:00;30;1,0;30;77W;C;39689,15;32
2025-02-21;321;MLE;SVO;11:00;18:00;48;0,9167;44;77W;W;42422,52;48
2025-02-21;321;MLE;SVO;11:00;18:00;324;0,6605;214;77W;Y;59221,62;214
2025-02-21;427;SSH;SVO;15:45;22:35;30;0,4;12;77W;C;4723,08;12
2025-02-21;427;SSH;SVO;15:45;22:35;324;0,108;35;77W;Y;5797,44;35
2025-02-21;521;DXB;SVO;16:35;21:25;30;0,9667;29;77W;C;37151,1;29
2025-02-21;521;DXB;SVO;16:35;21:25;48;1,0;48;77W;W;23787,97;48
2025-02-21;521;DXB;SVO;16:35;21:25;324;0,6852;222;77W;Y;62863,28;225
2025-02-21;526;SVO;DXB;11:15;18:00;20;0,35;7;73H;C;8537,18;7
2025-02-21;526;SVO;DXB;11:15;18:00;138;0,471;65;73H;Y;12796,57;65
2025-02-21;1009;KGD;SVO;06:10;09:50;16;0,3125;5;32B;C;903,87;7
2025-02-21;1009;KGD;SVO;06:10;09:50;167;1,0599;177;32B;Y;7049,13;177
2025-02-21;1018;SVO;KGD;11:20;13:00;12;0,75;9;32Q;C;2265,2;9
2025-02-21;1018;SVO;KGD;11:20;13:00;30;0,7667;23;32Q;W;1947,02;23
2025-02-21;1018;SVO;KGD;11:20;13:00;154;1,0195;157;32Q;Y;6119,64;158
2025-02-21;1054;SVO;MCX;10:35;13:40;8;0,25;2;32A;C;263,85;2
2025-02-21;1054;SVO;MCX;10:35;13:40;150;1,0;150;32A;Y;5784,48;150
2025-02-21;1055;MCX;SVO;14:40;17:45;8;0,5;4;32A;C;908,49;4
2025-02-21;1055;MCX;SVO;14:40;17:45;150;1,0;150;32A;Y;5988,71;153
2025-02-21;1129;AER;SVO;06:05;09:40;16;0,625;10;32B;C;1864,11;10
2025-02-21;1129;AER;SVO;06:05;09:40;167;1,0299;172;32B;Y;15387,62;179
2025-02-21;1141;AER;SVO;21:20;00:45;28;0,8929;25;321;C;8952,46;27
2025-02-21;1141;AER;SVO;21:20;00:45;142;0,5775;82;321;Y;11759,17;84
2025-02-21;1190;SVO;KZN;10:40;12:20;16;0,125;2;32B;C;350,12;2
2025-02-21;1190;SVO;KZN;10:40;12:20;167;0,9641;161;32B;Y;6072,2;162
2025-02-21;1191;KZN;SVO;13:20;15:05;16;0,625;10;32B;C;2083,65;10
2025-02-21;1191;KZN;SVO;13:20;15:05;167;0,9222;154;32B;Y;6531,42;158
2025-02-21;1246;SVO;REN;08:35;13:00;150;1,0533;158;32A;Y;6573,44;161
2025-02-21;1276;SVO;KZN;07:55;09:50;16;0,375;6;32B;C;1313,09;6
2025-02-21;1276;SVO;KZN;07:55;09:50;167;0,9222;154;32B;Y;4232,44;155
2025-02-21;1277;KZN;SVO;10:40;12:25;16;0,25;4;32B;C;553,13;4
2025-02-21;1277;KZN;SVO;10:40;12:25;167;1,024;171;32B;Y;5794,85;171
2025-02-21;1478;SVO;ABA;23:55;08:45;20;0,35;7;73H;C;3282,29;9
2025-02-21;1478;SVO;ABA;23:55;08:45;138;0,7246;100;73H;Y;9010,62;100
2025-02-21;1479;ABA;SVO;13:45;14:50;20;0,1;2;73H;C;810,63;2
2025-02-21;1479;ABA;SVO;13:45;14:50;138;0,9783;135;73H;Y;12163,16;136
2025-02-21;1524;SVO;RGK;00:05;08:35;20;0,75;15;73H;C;9954,16;15
2025-02-21;1524;SVO;RGK;00:05;08:35;138;0,8768;121;73H;Y;16518,89;123
2025-02-21;1525;RGK;SVO;11:45;12:35;20;0,8;16;73H;C;7008,29;18
2025-02-21;1525;RGK;SVO;11:45;12:35;138;0,9058;125;73H;Y;26137,82;126
2025-02-21;2142;SVO;AYT;11:20;16:30;30;0,4;12;77W;C;4536,72;12
2025-02-21;2142;SVO;AYT;11:20;16:30;48;0,0208;1;77W;W;274,95;1
2025-02-21;2142;SVO;AYT;11:20;16:30;324;0,1883;61;77W;Y;8224,68;68
2025-02-21;2143;AYT;SVO;18:10;23:20;30;0,8;24;77W;C;11084,82;24
2025-02-21;2143;AYT;SVO;18:10;23:20;48;0,1875;9;77W;W;2729,69;9
2025-02-21;2143;AYT;SVO;18:10;23:20;324;0,6451;209;77W;Y;33461,69;216
2025-02-21;6568;AER;LED;18:45;22:55;189;0,7831;148;73H;Y;8102,1;152
2025-02-21;6574;KJA;LED;21:30;22:40;120;0,875;105;319;Y;10342,18;108
2025-05-04;209;PVG;SVO;11:40;16:30;30;0,4667;14;77W;C;13475,13;14
2025-05-04;209;PVG;SVO;11:40;16:30;48;0,4375;21;77W;W;9764,32;21
2025-05-04;209;PVG;SVO;11:40;16:30;324;0,7932;257;77W;Y;51645,89;256
2025-05-04;224;SVO;SYX;13:10;03:20;28;0,4643;13;359;C;8693,56;13
2025-05-04;224;SVO;SYX;13:10;03:20;24;0,2083;5;359;W;1939,75;5
2025-05-04;224;SVO;SYX;13:10;03:20;264;0,4129;109;359;Y;26374,42;109
2025-05-04;233;DEL;SVO;05:00;09:00;28;0,3214;9;359;C;5350,01;9
2025-05-04;233;DEL;SVO;05:00;09:00;24;0,3333;8;359;W;2186,08;8
2025-05-04;233;DEL;SVO;05:00;09:00;264;1,1098;293;359;Y;47541,32;295
2025-05-04;321;MLE;SVO;11:05;17:50;30;0,9;27;77W;C;32631,8;27
2025-05-04;321;MLE;SVO;11:05;17:50;48;0,9583;46;77W;W;27284,93;46
2025-05-04;321;MLE;SVO;11:05;17:50;324;0,7315;237;77W;Y;69888,54;237
2025-05-04;427;SSH;SVO;15:15;21:25;30;0,5667;17;77W;C;8353,1;17
2025-05-04;427;SSH;SVO;15:15;21:25;48;0,1458;7;77W;W;2209,89;7
2025-05-04;427;SSH;SVO;15:15;21:25;324;0,2191;71;77W;Y;18006,95;71
2025-05-04;521;DXB;SVO;16:05;20:50;30;0,9333;28;77W;C;41129,52;28
2025-05-04;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;24393,1;48
2025-05-04;521;DXB;SVO;16:05;20:50;324;0,6636;215;77W;Y;56396,25;216
2025-05-04;526;SVO;DXB;11:25;18:20;20;0,5;10;73H;C;9668,23;10
2025-05-04;526;SVO;DXB;11:25;18:20;138;0,6739;93;73H;Y;17059,57;94
2025-05-04;1009;KGD;SVO;03:00;06:30;16;0,5;8;32B;C;1256,7;9
2025-05-04;1009;KGD;SVO;03:00;06:30;29;0,8276;24;32B;W;2719,19;24
2025-05-04;1009;KGD;SVO;03:00;06:30;138;1,0507;145;32B;Y;5869,54;146
2025-05-04;1018;SVO;KGD;11:50;13:35;16;0,8125;13;32B;C;1683,11;13
2025-05-04;1018;SVO;KGD;11:50;13:35;29;0,6897;20;32B;W;2113,74;20
2025-05-04;1018;SVO;KGD;11:50;13:35;138;1,0507;145;32B;Y;5507,15;145
2025-05-04;1054;SVO;MCX;02:20;05:20;150;1,0267;154;32A;Y;8583,39;160
2025-05-04;1055;MCX;SVO;06:20;09:20;8;0,375;3;32A;C;344,61;3
2025-05-04;1055;MCX;SVO;06:20;09:20;150;0,9533;143;32A;Y;10057,47;147
2025-05-04;1129;AER;SVO;20:10;23:45;8;1,0;8;32A;C;2316,4;8
2025-05-04;1129;AER;SVO;20:10;23:45;150;0,9133;137;32A;Y;12758,51;139
2025-05-04;1141;AER;SVO;06:20;09:45;20;0,5;10;73H;C;2619,73;10
2025-05-04;1141;AER;SVO;06:20;09:45;138;1,0362;143;73H;Y;10674,17;145
2025-05-04;1190;SVO;KZN;09:10;10:50;8;0,375;3;32A;C;538,28;3
2025-05-04;1190;SVO;KZN;09:10;10:50;150;0,84;126;32A;Y;5089,54;129
2025-05-04;1191;KZN;SVO;11:40;13:25;8;0,875;7;32A;C;1676,26;7
2025-05-04;1191;KZN;SVO;11:40;13:25;150;0,8467;127;32A;Y;11450,26;130
2025-05-04;1246;SVO;REN;18:00;22:00;16;0,25;4;32B;C;910,32;4
2025-05-04;1246;SVO;REN;18:00;22:00;167;0,9581;160;32B;Y;10105,64;161
2025-05-04;1276;SVO;KZN;12:55;14:40;8;0,125;1;32A;C;0,0;1
2025-05-04;1276;SVO;KZN;12:55;14:40;150;0,9;135;32A;Y;8783,79;136
2025-05-04;1277;KZN;SVO;15:30;17:10;8;0,875;7;32A;C;1919,47;7
2025-05-04;1277;KZN;SVO;15:30;17:10;150;0,9467;142;32A;Y;15094,24;142
2025-05-04;1478;SVO;ABA;00:15;08:50;8;0,25;2;32A;C;465,05;2
2025-05-04;1478;SVO;ABA;00:15;08:50;150;0,7933;119;32A;Y;10212,52;124
2025-05-04;1479;ABA;SVO;10:00;11:00;8;0,25;2;32A;C;368,55;2
2025-05-04;1479;ABA;SVO;10:00;11:00;150;0,82;123;32A;Y;11062,06;126
2025-05-04;1524;SVO;RGK;00:10;08:35;20;0,75;15;73H;C;6524,1;15
2025-05-04;1524;SVO;RGK;00:10;08:35;138;0,9348;129;73H;Y;17091,74;130
2025-05-04;1525;RGK;SVO;10:00;10:40;20;0,9;18;73H;C;13706,47;18
2025-05-04;1525;RGK;SVO;10:00;10:40;138;0,8986;124;73H;Y;21413,62;124
2025-05-04;1713;KHV;SVO;15:45;16:45;30;0,0667;2;77W;C;679,39;2
2025-05-04;1713;KHV;SVO;15:45;16:45;48;0,3542;17;77W;W;3728,41;17
2025-05-04;1713;KHV;SVO;15:45;16:45;324;1,0093;327;77W;Y;32276,51;327
2025-05-04;2142;SVO;AYT;07:45;12:50;16;0,3125;5;32B;C;3278,55;5
2025-05-04;2142;SVO;AYT;07:45;12:50;167;0,4132;69;32B;Y;10283,83;69
2025-05-04;2143;AYT;SVO;14:20;19:20;16;0,5625;9;32B;C;10731,53;9
2025-05-04;2143;AYT;SVO;14:20;19:20;167;0,3353;56;32B;Y;10348,48;56
2025-05-04;6321;LED;KGD;11:10;11:55;8;0,625;5;319;C;1078,1;5
2025-05-04;6321;LED;KGD;11:10;11:55;120;0,95;114;319;Y;6505,15;114
2025-05-04;6574;KJA;LED;05:55;07:00;8;0,125;1;32A;C;29,73;1
2025-05-04;6574;KJA;LED;05:55;07:00;150;0,6933;104;32A;Y;10571,17;105
2025-05-11;209;PVG;SVO;11:40;16:30;30;1,0;30;77W;C;53613,44;30
2025-05-11;209;PVG;SVO;11:40;16:30;48;0,875;42;77W;W;34128,22;42
2025-05-11;209;PVG;SVO;11:40;16:30;324;0,966;313;77W;Y;123394,6;315
2025-05-11;224;SVO;SYX;13:10;03:20;264;0,2462;65;359;Y;13591,5;65
2025-05-11;233;DEL;SVO;07:00;11:00;30;0,5;15;77W;C;12911,42;17
2025-05-11;233;DEL;SVO;07:00;11:00;48;0,5;24;77W;W;6918,66;24
2025-05-11;233;DEL;SVO;07:00;11:00;324;1,0833;351;77W;Y;80940,97;352
2025-05-11;321;MLE;SVO;11:05;17:50;30;0,9667;29;77W;C;187619,8;29
2025-05-11;321;MLE;SVO;11:05;17:50;48;1,0;48;77W;W;43224,51;48
2025-05-11;321;MLE;SVO;11:05;17:50;324;0,7747;251;77W;Y;158513,98;265
2025-05-11;427;SSH;SVO;15:15;21:25;30;0,6333;19;77W;C;14725,61;19
2025-05-11;427;SSH;SVO;15:15;21:25;48;0,2708;13;77W;W;6792,24;13
2025-05-11;427;SSH;SVO;15:15;21:25;324;0,1914;62;77W;Y;24931,12;63
2025-05-11;521;DXB;SVO;16:05;20:50;30;1,0;30;77W;C;80931,36;33
2025-05-11;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;38600,32;48
2025-05-11;521;DXB;SVO;16:05;20:50;324;0,6914;224;77W;Y;111389,43;224
2025-05-11;526;SVO;DXB;11:25;18:20;30;0,3333;10;77W;C;8898,81;10
2025-05-11;526;SVO;DXB;11:25;18:20;48;0,375;18;77W;W;6400,2;18
2025-05-11;526;SVO;DXB;11:25;18:20;324;0,2562;83;77W;Y;13520,56;86
2025-05-11;1009;KGD;SVO;03:00;06:30;16;0,8125;13;32B;C;2542,46;15
2025-05-11;1009;KGD;SVO;03:00;06:30;29;1,0;29;32B;W;3349,19;29
2025-05-11;1009;KGD;SVO;03:00;06:30;138;1,0;138;32B;Y;5269,73;138
2025-05-11;1018;SVO;KGD;11:50;13:35;16;0,4375;7;32B;C;1373,67;7
2025-05-11;1018;SVO;KGD;11:50;13:35;29;0,2759;8;32B;W;571,61;8
2025-05-11;1018;SVO;KGD;11:50;13:35;138;1,0435;144;32B;Y;5772,34;146
2025-05-11;1054;SVO;MCX;05:20;08:20;8;0,125;1;32A;C;242,63;1
2025-05-11;1054;SVO;MCX;05:20;08:20;150;0,9867;148;32A;Y;7217,75;150
2025-05-11;1055;MCX;SVO;09:20;12:20;8;0,75;6;32A;C;1313,21;6
2025-05-11;1055;MCX;SVO;09:20;12:20;150;1,0;150;32A;Y;15147,62;150
2025-05-11;1129;AER;SVO;20:10;23:45;8;1,0;8;32A;C;6251,95;8
2025-05-11;1129;AER;SVO;20:10;23:45;150;0,9867;148;32A;Y;22492,84;149
2025-05-11;1141;AER;SVO;06:20;09:45;20;0,85;17;73H;C;7347,98;17
2025-05-11;1141;AER;SVO;06:20;09:45;138;1,0;138;73H;Y;18106,24;141
2025-05-11;1190;SVO;KZN;09:10;10:50;8;0,625;5;32A;C;1421,02;5
2025-05-11;1190;SVO;KZN;09:10;10:50;150;0,7133;107;32A;Y;3865,2;108
2025-05-11;1191;KZN;SVO;11:40;13:25;8;0,375;3;32A;C;699,63;3
2025-05-11;1191;KZN;SVO;11:40;13:25;150;0,8667;130;32A;Y;10764,95;132
2025-05-11;1246;SVO;REN;18:00;22:00;20;0,1;2;320;C;443,49;2
2025-05-11;1246;SVO;REN;18:00;22:00;120;1,0167;122;320;Y;9094,96;124
2025-05-11;1276;SVO;KZN;12:55;14:40;16;0,625;10;32B;C;1878,67;10
2025-05-11;1276;SVO;KZN;12:55;14:40;167;0,8383;140;32B;Y;6396,52;142
2025-05-11;1277;KZN;SVO;15:30;17:05;16;0,6875;11;32B;C;3499,21;11
2025-05-11;1277;KZN;SVO;15:30;17:05;167;0,9521;159;32B;Y;13694,42;166
2025-05-11;1478;SVO;ABA;00:15;08:50;16;0,5625;9;32B;C;3994,81;9
2025-05-11;1478;SVO;ABA;00:15;08:50;167;0,7246;121;32B;Y;12980,12;125
2025-05-11;1479;ABA;SVO;10:00;11:00;16;0,375;6;32B;C;1575,15;6
2025-05-11;1479;ABA;SVO;10:00;11:00;167;1,0;167;32B;Y;17987,29;169
2025-05-11;1524;SVO;RGK;00:10;08:35;20;0,55;11;73H;C;4773,58;11
2025-05-11;1524;SVO;RGK;00:10;08:35;138;0,971;134;73H;Y;17397,55;135
2025-05-11;1525;RGK;SVO;10:00;10:40;20;0,7;14;73H;C;16677,52;15
2025-05-11;1525;RGK;SVO;10:00;10:40;138;0,9275;128;73H;Y;25193,48;131
2025-05-11;1713;KHV;SVO;15:45;16:45;28;0,2857;8;359;C;3642,42;8
2025-05-11;1713;KHV;SVO;15:45;16:45;24;0,9167;22;359;W;5144,48;22
2025-05-11;1713;KHV;SVO;15:45;16:45;264;1,072;283;359;Y;25548,43;284
2025-05-11;2142;SVO;AYT;07:45;12:50;16;0,5;8;32B;C;3917,75;8
2025-05-11;2142;SVO;AYT;07:45;12:50;167;0,3593;60;32B;Y;8832,0;63
2025-05-11;2143;AYT;SVO;14:20;19:25;16;0,8125;13;32B;C;19761,01;13
2025-05-11;2143;AYT;SVO;14:20;19:25;167;0,3892;65;32B;Y;30105,83;68
2025-05-11;6321;LED;KGD;11:10;11:55;8;0,5;4;319;C;690,88;4
2025-05-11;6321;LED;KGD;11:10;11:55;120;0,7917;95;319;Y;5202,16;98
2025-05-11;6574;KJA;LED;05:55;07:00;8;0,125;1;32A;C;371,62;1
2025-05-11;6574;KJA;LED;05:55;07:00;150;0,8467;127;32A;Y;18787,74;127
2025-04-11;224;SVO;SYX;10:35;01:15;28;0,5357;15;359;C;5527,16;15
2025-04-11;224;SVO;SYX;10:35;01:15;24;0,2083;5;359;W;2114,97;5
2025-04-11;224;SVO;SYX;10:35;01:15;264;0,4091;108;359;Y;24691,6;108
2025-04-11;225;SYX;SVO;04:50;10:10;28;0,7143;20;359;C;12686,29;20
2025-04-11;225;SYX;SVO;04:50;10:10;24;0,2083;5;359;W;2309,14;5
2025-04-11;225;SYX;SVO;04:50;10:10;264;0,4583;121;359;Y;30472,6;121
2025-04-11;233;DEL;SVO;05:00;09:00;30;0,3667;11;77W;C;6872,41;11
2025-04-11;233;DEL;SVO;05:00;09:00;48;0,0417;2;77W;W;513,88;2
2025-04-11;233;DEL;SVO;05:00;09:00;324;1,0031;325;77W;Y;58016,44;326
2025-04-11;321;MLE;SVO;11:05;17:50;30;0,6333;19;77W;C;29604,97;19
2025-04-11;321;MLE;SVO;11:05;17:50;48;1,0;48;77W;W;29173,37;48
2025-04-11;321;MLE;SVO;11:05;17:50;324;0,784;254;77W;Y;76097,62;257
2025-04-11;427;SSH;SVO;15:30;22:15;30;0,5667;17;77W;C;7156,01;17
2025-04-11;427;SSH;SVO;15:30;22:15;48;0,2292;11;77W;W;3063,37;11
2025-04-11;427;SSH;SVO;15:30;22:15;324;0,216;70;77W;Y;15769,2;70
2025-04-11;521;DXB;SVO;16:05;20:50;30;0,9667;29;77W;C;40605,53;29
2025-04-11;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;19564,1;48
2025-04-11;521;DXB;SVO;16:05;20:50;324;0,6914;224;77W;Y;50615,42;226
2025-04-11;526;SVO;DXB;11:25;18:20;30;0,6333;19;77W;C;11612,75;19
2025-04-11;526;SVO;DXB;11:25;18:20;48;0,1875;9;77W;W;2471,63;9
2025-04-11;526;SVO;DXB;11:25;18:20;324;0,2654;86;77W;Y;13571,68;86
2025-04-11;638;VVO;HKT;12:35;16:55;30;0,3333;10;77W;C;5983,43;10
2025-04-11;638;VVO;HKT;12:35;16:55;48;0,25;12;77W;W;3759,93;12
2025-04-11;638;VVO;HKT;12:35;16:55;324;0,4167;135;77W;Y;26662,0;135
2025-04-11;1009;KGD;SVO;03:00;06:30;16;0,8125;13;32B;C;1930,07;13
2025-04-11;1009;KGD;SVO;03:00;06:30;167;1,024;171;32B;Y;6928,82;171
2025-04-11;1018;SVO;KGD;11:50;13:35;16;0,375;6;32B;C;742,23;6
2025-04-11;1018;SVO;KGD;11:50;13:35;29;0,6207;18;32B;W;1400,85;18
2025-04-11;1018;SVO;KGD;11:50;13:35;138;1,0942;151;32B;Y;5867,41;153
2025-04-11;1054;SVO;MCX;02:20;05:20;8;0,375;3;32A;C;609,31;3
2025-04-11;1054;SVO;MCX;02:20;05:20;150;0,92;138;32A;Y;7246,57;138
2025-04-11;1055;MCX;SVO;06:20;09:20;8;0,375;3;32A;C;319,41;3
2025-04-11;1055;MCX;SVO;06:20;09:20;150;1,02;153;32A;Y;11134,16;153
2025-04-11;1129;AER;SVO;20:10;23:45;8;0,75;6;32A;C;1187,88;6
2025-04-11;1129;AER;SVO;20:10;23:45;150;0,9267;139;32A;Y;16706,62;139
2025-04-11;1141;AER;SVO;06:20;09:50;8;0,625;5;32A;C;1306,02;5
2025-04-11;1141;AER;SVO;06:20;09:50;150;1,0133;152;32A;Y;12780,81;157
2025-04-11;1190;SVO;KZN;09:10;10:50;8;0,625;5;32A;C;830,29;5
2025-04-11;1190;SVO;KZN;09:10;10:50;150;0,8667;130;32A;Y;6675,34;130
2025-04-11;1191;KZN;SVO;11:40;13:25;8;1,0;8;32A;C;3233,85;8
2025-04-11;1191;KZN;SVO;11:40;13:25;150;0,8667;130;32A;Y;9406,71;130
2025-04-11;1246;SVO;REN;17:50;22:00;20;0,8;16;73H;C;4368,49;16
2025-04-11;1246;SVO;REN;17:50;22:00;138;1,029;142;73H;Y;9904,24;138
2025-04-11;1276;SVO;KZN;12:55;14:40;16;0,6875;11;32B;C;5542,27;11
2025-04-11;1276;SVO;KZN;12:55;14:40;167;0,8862;148;32B;Y;9278,51;161
2025-04-11;1277;KZN;SVO;15:30;17:10;16;0,625;10;32B;C;3219,34;10
2025-04-11;1277;KZN;SVO;15:30;17:10;167;0,8922;149;32B;Y;14723,49;160
2025-04-11;1478;SVO;ABA;00:15;08:50;28;0,0357;1;321;C;147,42;1
2025-04-11;1478;SVO;ABA;00:15;08:50;142;0,9859;140;321;Y;13640,06;143
2025-04-11;1479;ABA;SVO;10:00;11:05;28;0,6429;18;321;C;12264,63;18
2025-04-11;1479;ABA;SVO;10:00;11:05;142;0,993;141;321;Y;15952,16;143
2025-04-11;1524;SVO;RGK;00:10;08:35;16;0,5625;9;32B;C;3796,36;9
2025-04-11;1524;SVO;RGK;00:10;08:35;167;0,8623;144;32B;Y;11763,95;147
2025-04-11;1525;RGK;SVO;11:20;12:05;16;0,6875;11;32B;C;4858,11;11
2025-04-11;1525;RGK;SVO;11:20;12:05;167;0,9281;155;32B;Y;29628,7;155
2025-04-11;2142;SVO;AYT;07:45;12:50;16;0,375;6;32B;C;1384,99;6
2025-04-11;2142;SVO;AYT;07:45;12:50;167;0,6886;115;32B;Y;14761,48;117
2025-04-11;2143;AYT;SVO;14:20;19:20;16;0,4375;7;32B;C;3846,98;8
2025-04-11;2143;AYT;SVO;14:20;19:20;167;0,8683;145;32B;Y;19937,56;148
2025-04-11;6321;LED;KGD;14:50;15:45;5;0,6;3;SU9;W;429,56;3
2025-04-11;6321;LED;KGD;14:50;15:45;95;0,9158;87;SU9;Y;6668,57;87
2025-04-11;6574;KJA;LED;05:55;07:00;8;0,25;2;319;C;43,87;2
2025-04-11;6574;KJA;LED;05:55;07:00;120;0,9833;118;319;Y;10278,77;118
2025-03-29;209;PVG;SVO;11:45;16:50;30;1,0;30;77W;C;35687,32;30
2025-03-29;209;PVG;SVO;11:45;16:50;48;0,8125;39;77W;W;30925,51;39
2025-03-29;209;PVG;SVO;11:45;16:50;324;0,9877;320;77W;Y;148648,92;321
2025-03-29;224;SVO;SYX;12:30;03:20;28;0,5714;16;359;C;7461,33;16
2025-03-29;224;SVO;SYX;12:30;03:20;264;0,553;146;359;Y;37420,59;146
2025-03-29;225;SYX;SVO;07:30;13:25;28;0,6786;19;359;C;14503,23;19
2025-03-29;225;SYX;SVO;07:30;13:25;24;1,0;24;359;W;13561,5;24
2025-03-29;225;SYX;SVO;07:30;13:25;264;0,428;113;359;Y;36505,18;113
2025-03-29;233;DEL;SVO;05:50;10:10;30;0,4333;13;77W;C;6428,93;13
2025-03-29;233;DEL;SVO;05:50;10:10;48;0,1042;5;77W;W;1444,91;5
2025-03-29;233;DEL;SVO;05:50;10:10;324;0,9167;297;77W;Y;54310,01;297
2025-03-29;275;HKT;SVO;12:10;18:25;28;0,6786;19;77W;C;21625,4;19
2025-03-29;275;HKT;SVO;12:10;18:25;24;0,75;18;77W;W;12721,82;18
2025-03-29;275;HKT;SVO;12:10;18:25;375;0,7813;293;77W;Y;119371,49;304
2025-03-29;321;MLE;SVO;11:00;18:00;30;0,8333;25;77W;C;70759,31;25
2025-03-29;321;MLE;SVO;11:00;18:00;48;0,9583;46;77W;W;29186,69;46
2025-03-29;321;MLE;SVO;11:00;18:00;324;0,7593;246;77W;Y;79825,91;248
2025-03-29;427;SSH;SVO;15:45;22:35;30;0,5;15;77W;C;4374,06;15
2025-03-29;427;SSH;SVO;15:45;22:35;48;0,3958;19;77W;W;5076,73;19
2025-03-29;427;SSH;SVO;15:45;22:35;324;0,2037;66;77W;Y;13513,19;66
2025-03-29;521;DXB;SVO;16:35;21:35;30;0,7333;22;77W;C;21347,72;22
2025-03-29;521;DXB;SVO;16:35;21:35;48;0,9792;47;77W;W;20709,11;47
2025-03-29;521;DXB;SVO;16:35;21:35;324;0,7006;227;77W;Y;62650,42;224
2025-03-29;526;SVO;DXB;11:30;18:00;20;0,8;16;73H;C;16817,64;16
2025-03-29;526;SVO;DXB;11:30;18:00;138;0,3768;52;73H;Y;14744,41;53
2025-03-29;638;VVO;HKT;06:15;11:00;30;0,0333;1;77W;C;479,35;2
2025-03-29;638;VVO;HKT;06:15;11:00;48;0,6458;31;77W;W;9957,99;31
2025-03-29;638;VVO;HKT;06:15;11:00;324;0,3858;125;77W;Y;27400,47;125
2025-03-29;851;SYX;KHV;05:30;14:00;20;0,25;5;73H;C;2401,34;5
2025-03-29;851;SYX;KHV;05:30;14:00;138;0,5725;79;73H;Y;24593,43;80
2025-03-29;1009;KGD;SVO;06:10;09:50;16;0,6875;11;32B;C;1960,72;10
2025-03-29;1009;KGD;SVO;06:10;09:50;167;1,0359;173;32B;Y;6866,96;175
2025-03-29;1018;SVO;KGD;11:20;13:00;16;0,875;14;32B;C;3690,05;14
2025-03-29;1018;SVO;KGD;11:20;13:00;29;1,0;29;32B;W;3250,83;29
